"","GEOID","total","over_200","percent"
"719","06037228720",993,0,0
"720","06037228800",1212,11,0.907590759075908
"721","06037228900",801,0,0
"722","06037229100",921,0,0
"723","06037229200",1117,10,0.895255147717099
"724","06037229300",1196,0,0
"725","06037229410",769,12,1.56046814044213
"726","06037229420",946,8,0.845665961945032
"727","06037231100",642,0,0
"728","06037231210",1166,9,0.771869639794168
"729","06037231220",1095,0,0
"730","06037231300",1369,12,0.876552227903579
"731","06037231400",1237,0,0
"732","06037231500",1445,13,0.899653979238754
"733","06037231600",1932,26,1.34575569358178
"734","06037231710",1251,0,0
"735","06037231720",1379,23,1.66787527193619
"736","06037231800",1273,0,0
"737","06037231900",1372,0,0
"738","06037232110",768,0,0
"739","06037232120",1227,0,0
"740","06037232200",894,7,0.782997762863535
"741","06037232300",1076,0,0
"742","06037232400",1914,0,0
"743","06037232500",1442,29,2.01109570041609
"744","06037232600",1765,0,0
"745","06037232700",1504,0,0
"746","06037232800",935,12,1.28342245989305
"747","06037234000",1998,25,1.25125125125125
"748","06037234200",1142,35,3.06479859894921
"749","06037234300",2236,64,2.86225402504472
"750","06037234501",901,0,0
"751","06037234502",1042,0,0
"752","06037234600",1662,74,4.45246690734055
"753","06037234700",1424,0,0
"754","06037234800",1060,34,3.20754716981132
"755","06037234901",1136,25,2.20070422535211
"756","06037234902",1493,0,0
"757","06037235100",1695,35,2.06489675516224
"758","06037235201",942,3,0.318471337579618
"759","06037235202",1785,7,0.392156862745098
"760","06037236000",2079,76,3.65560365560366
"761","06037236100",2593,0,0
"762","06037236202",2149,0,0
"763","06037236203",1481,26,1.75557056043214
"764","06037236204",1273,0,0
"765","06037236400",2035,66,3.24324324324324
"766","06037237101",1054,0,0
"767","06037237102",901,0,0
"768","06037237201",937,0,0
"769","06037237202",1305,23,1.76245210727969
"770","06037237300",1839,0,0
"771","06037237401",984,12,1.21951219512195
"772","06037237402",1015,24,2.36453201970443
"773","06037237500",776,9,1.15979381443299
"774","06037237600",1170,15,1.28205128205128
"775","06037237710",971,0,0
"776","06037237720",839,0,0
"777","06037237800",1286,38,2.95489891135303
"778","06037237900",1277,23,1.80109631949883
"779","06037238000",2083,21,1.00816130580893
"780","06037238100",1708,10,0.585480093676815
"781","06037238200",2051,34,1.65772793759142
"782","06037238310",1322,0,0
"783","06037238320",964,0,0
"784","06037238400",1678,21,1.25148986889154
"785","06037239201",825,0,0
"786","06037239202",1003,0,0
"787","06037239310",954,0,0
"788","06037239320",864,0,0
"789","06037239330",701,13,1.85449358059914
"790","06037239501",865,0,0
"791","06037239502",848,0,0
"792","06037239601",858,9,1.04895104895105
"793","06037239602",810,0,0
"794","06037239701",1042,0,0
"795","06037239702",1024,0,0
"796","06037239801",932,0,0
"797","06037239802",1129,0,0
"798","06037240010",951,0,0
"799","06037240020",1244,7,0.562700964630225
"800","06037240200",1288,0,0
"801","06037240300",1450,0,0
"802","06037240401",1268,6,0.473186119873817
"803","06037240402",1100,0,0
"804","06037240500",1477,0,0
"805","06037240600",1209,16,1.32340777502068
"806","06037240700",1706,39,2.28604923798359
"807","06037240800",994,17,1.7102615694165
"808","06037240900",1285,0,0
"809","06037241001",1106,0,0
"810","06037241002",931,0,0
"811","06037241110",719,0,0
"812","06037241120",1081,7,0.647548566142461
"813","06037241201",814,0,0
"814","06037241202",1428,21,1.47058823529412
"815","06037241300",674,0,0
"816","06037241400",864,0,0
"817","06037242000",921,16,1.73724212812161
"818","06037242100",717,0,0
"819","06037242200",1459,5,0.342700479780672
"820","06037242300",1043,0,0
"821","06037242600",1188,0,0
"822","06037242700",1164,0,0
"823","06037243000",1185,0,0
"824","06037243100",1287,0,0
"825","06037261101",1436,686,47.7715877437326
"826","06037261102",1767,844,47.7645727221279
"827","06037261200",1605,642,40
"828","06037262100",1207,596,49.3786246893123
"829","06037262200",1779,1020,57.3355817875211
"830","06037262301",934,454,48.6081370449679
"831","06037262302",1247,590,47.3135525260626
"832","06037262303",1132,495,43.7279151943463
"833","06037262400",1279,652,50.9773260359656
"834","06037262501",1373,543,39.5484340859432
"835","06037262601",1376,653,47.4563953488372
"836","06037262604",2519,796,31.5998412068281
"837","06037262704",1444,382,26.4542936288089
"838","06037262706",1280,547,42.734375
"839","06037262802",1563,680,43.5060780550224
"840","06037264000",1221,516,42.2604422604423
"841","06037264102",1704,251,14.7300469483568
"842","06037264103",1385,141,10.1805054151625
"843","06037264301",2963,453,15.2885588930138
"844","06037264302",2898,457,15.7694962042788
"845","06037265100",1333,389,29.1822955738935
"846","06037265201",933,228,24.4372990353698
"847","06037265202",1951,462,23.6801640184521
"848","06037265301",0,0,NA
"849","06037265303",1528,24,1.57068062827225
"850","06037265304",985,10,1.01522842639594
"851","06037265305",1891,81,4.28344791115812
"852","06037265410",579,121,20.8981001727116
"853","06037265420",722,325,45.0138504155125
"854","06037265510",2256,159,7.04787234042553
"855","06037265520",2259,383,16.954404603807
"856","06037265601",1467,287,19.5637355146558
"857","06037265602",1555,537,34.5337620578778
"858","06037265700",2484,401,16.1433172302738
"859","06037267100",2689,555,20.6396429899591
"860","06037267200",2754,295,10.7116920842411
"861","06037267300",1953,35,1.7921146953405
"862","06037267402",2302,169,7.34144222415291
"863","06037267403",1681,121,7.19809637120761
"864","06037267404",1620,147,9.07407407407407
"865","06037267501",2525,125,4.95049504950495
"866","06037267502",1622,113,6.96670776818742
"867","06037267600",1223,80,6.54129190515127
"868","06037267700",1636,93,5.68459657701711
"869","06037267800",1096,256,23.3576642335766
"870","06037267901",1479,406,27.4509803921569
"871","06037267902",1609,270,16.780609073959
"872","06037269000",2241,734,32.7532351628737
"873","06037269100",1961,305,15.5532891381948
"874","06037269300",1552,558,35.9536082474227
"875","06037269500",1422,605,42.5457102672293
"876","06037269601",1008,27,2.67857142857143
"877","06037269602",1134,7,0.617283950617284
"878","06037269700",1668,146,8.75299760191846
"879","06037269800",1645,87,5.2887537993921
"880","06037269903",1805,13,0.720221606648199
"881","06037269904",2016,41,2.03373015873016
"882","06037269905",1235,71,5.74898785425101
"883","06037269906",1530,76,4.96732026143791
"884","06037269907",1387,34,2.45133381398702
"885","06037270100",2418,45,1.86104218362283
"886","06037270200",1250,26,2.08
"887","06037270300",926,85,9.1792656587473
"888","06037271100",957,106,11.0762800417973
"889","06037271200",1117,12,1.07430617726052
"890","06037271300",1934,213,11.0134436401241
"891","06037271400",1339,303,22.6288274831964
"892","06037271500",1342,265,19.7466467958271
"893","06037271600",1900,201,10.5789473684211
"894","06037271701",2713,245,9.03059343899742
"895","06037271702",1855,98,5.28301886792453
"896","06037271801",1734,105,6.05536332179931
"897","06037271802",2779,91,3.27455919395466
"898","06037271901",1319,186,14.1015921152388
"899","06037271902",1748,125,7.15102974828375
"900","06037272100",1796,353,19.6547884187082
"901","06037272201",1122,50,4.45632798573975
"902","06037272202",1542,29,1.88067444876783
"903","06037272301",1324,148,11.178247734139
"904","06037272302",1957,7,0.357690342360756
"905","06037273100",860,83,9.65116279069767
"906","06037273200",1571,198,12.6034373010821
"907","06037273300",1555,195,12.540192926045
"908","06037273402",2080,146,7.01923076923077
"909","06037273502",1812,181,9.98896247240618
"910","06037273600",1150,176,15.304347826087
"911","06037273700",1201,161,13.4054954204829
"912","06037273800",1592,210,13.1909547738693
"913","06037273902",2237,556,24.8547161376844
"914","06037274100",2350,484,20.5957446808511
"915","06037274202",2237,594,26.5534197586053
"916","06037275101",512,54,10.546875
"917","06037275102",1356,85,6.26843657817109
"918","06037275200",1561,8,0.51249199231262
"919","06037275302",2494,537,21.5316760224539
"920","06037275311",2245,216,9.62138084632517
"921","06037275400",1584,238,15.0252525252525
"922","06037275500",1602,57,3.55805243445693
"923","06037275602",3553,672,18.9135941457923
"924","06037275603",1188,93,7.82828282828283
"925","06037276000",2187,328,14.9977137631459
"926","06037276100",2930,99,3.37883959044369
"927","06037276400",1573,352,22.3776223776224
"928","06037276500",720,111,15.4166666666667
"929","06037276601",1667,477,28.6142771445711
"930","06037276603",3245,144,4.43759630200308
"931","06037276604",2305,114,4.94577006507592
"932","06037277000",2069,577,27.8878685355244
"933","06037277100",1096,61,5.56569343065693
"934","06037277200",1104,0,0
"935","06037277400",628,0,0
"936","06037278001",964,61,6.32780082987552
"937","06037278102",1508,360,23.8726790450928
"938","06037291110",1142,45,3.94045534150613
"939","06037291120",644,0,0
"940","06037291130",990,25,2.52525252525253
"941","06037291210",1483,24,1.61834120026972
"942","06037291220",1021,17,1.66503428011753
"943","06037291300",973,67,6.88591983556012
"944","06037292000",1865,42,2.25201072386059
"945","06037293201",2025,47,2.32098765432099
"946","06037293202",1760,26,1.47727272727273
"947","06037293301",1057,60,5.67644276253548
"948","06037293302",1607,97,6.0360920970753
"949","06037293304",1427,12,0.840925017519271
"950","06037293306",802,61,7.60598503740648
"951","06037293307",834,18,2.15827338129496
"952","06037294110",1080,14,1.2962962962963
"953","06037294120",534,0,0
"954","06037294200",1351,41,3.03478904515174
"955","06037294301",671,29,4.32190760059613
"956","06037294302",1288,9,0.698757763975155
"957","06037294410",1638,22,1.34310134310134
"958","06037294421",942,0,0
"959","06037294510",937,29,3.09498399146211
"960","06037294520",935,0,0
"961","06037294610",1161,10,0.861326442721792
"962","06037294620",1051,0,0
"963","06037294701",826,0,0
"964","06037294810",989,0,0
"965","06037294820",887,15,1.69109357384442
"966","06037294830",964,19,1.97095435684647
"967","06037294900",699,5,0.715307582260372
"968","06037295103",2057,118,5.73650947982499
"969","06037296210",905,0,0
"970","06037296220",1422,25,1.75808720112518
"971","06037296300",1832,79,4.31222707423581
"972","06037296401",1199,55,4.58715596330275
"973","06037296402",1155,31,2.68398268398268
"974","06037296500",1269,21,1.6548463356974
"975","06037296600",1873,20,1.06780565936999
"976","06037296901",1427,0,0
"977","06037296902",1546,66,4.26908150064683
"978","06037297000",2185,63,2.88329519450801
"979","06037297110",1448,0,0
"980","06037297120",1145,36,3.14410480349345
"981","06037297201",1347,70,5.19673348181143
"982","06037297202",1412,14,0.991501416430595
"983","06037297300",837,42,5.01792114695341
"984","06037297400",1604,204,12.7182044887781
"985","06037297500",2126,143,6.72624647224835
"986","06037297601",1214,56,4.61285008237232
"987","06037297602",1668,125,7.49400479616307
"988","06037300100",2017,382,18.9390183440754
"989","06037300200",1951,216,11.0712455151205
"990","06037300301",2080,313,15.0480769230769
"991","06037300400",1912,126,6.58995815899582
"992","06037300501",1285,55,4.28015564202335
"993","06037300502",2499,176,7.04281712685074
"994","06037300600",3029,151,4.98514361175305
"995","06037300701",2125,630,29.6470588235294
"996","06037300702",1936,624,32.2314049586777
"997","06037300800",2701,322,11.9215105516475
"998","06037300901",2193,646,29.4573643410853
"999","06037300902",719,125,17.3852573018081
"1000","06037301000",1869,30,1.60513643659711
"1001","06037301100",2638,311,11.7892342683851
"1002","06037301203",1864,69,3.70171673819742
"1003","06037301204",1985,109,5.4911838790932
"1004","06037301205",720,32,4.44444444444444
"1005","06037301206",1857,130,7.00053850296177
"1006","06037301300",710,222,31.2676056338028
"1007","06037301400",1301,183,14.0661029976941
"1008","06037301501",604,63,10.4304635761589
"1009","06037301502",2550,0,0
"1010","06037301601",2257,15,0.664599025254763
"1011","06037301602",1597,32,2.00375704445836
"1012","06037301701",1063,25,2.35183443085607
"1013","06037301702",1916,0,0
"1014","06037301801",1705,9,0.527859237536657
"1015","06037301802",1317,126,9.56719817767654
"1016","06037301900",3030,84,2.77227722772277
"1017","06037302002",1646,48,2.91616038882138
"1018","06037302003",1324,27,2.0392749244713
"1019","06037302004",1613,30,1.8598884066956
"1020","06037302102",2510,21,0.836653386454183
"1021","06037302103",1921,15,0.780843310775638
"1022","06037302104",1473,10,0.678886625933469
"1023","06037302201",1545,29,1.87702265372168
"1024","06037302202",1779,0,0
"1025","06037302301",1334,43,3.22338830584708
"1026","06037302302",1760,28,1.59090909090909
"1027","06037302401",2171,0,0
"1028","06037302503",1437,0,0
"1029","06037302504",1470,0,0
"1030","06037302505",1307,48,3.672532517215
"1031","06037302506",1358,35,2.57731958762887
"1032","06037310100",1927,307,15.9314997405293
"1033","06037310201",2050,135,6.58536585365854
"1034","06037310202",1753,91,5.19110096976612
"1035","06037310300",984,107,10.8739837398374
"1036","06037310400",1321,56,4.23921271763815
"1037","06037310501",1103,42,3.80779691749773
"1038","06037310601",2302,60,2.60642919200695
"1039","06037310602",1046,132,12.6195028680688
"1040","06037310701",1120,16,1.42857142857143
"1041","06037310702",3392,136,4.00943396226415
"1042","06037310703",2027,19,0.93734583127775
"1043","06037310800",1971,140,7.10299340436327
"1044","06037310900",2442,160,6.55200655200655
"1045","06037311000",1435,93,6.4808362369338
"1046","06037311100",1311,21,1.60183066361556
"1047","06037311200",1145,20,1.74672489082969
"1048","06037311300",1400,130,9.28571428571429
"1049","06037311400",940,69,7.34042553191489
"1050","06037311500",2390,155,6.48535564853557
"1051","06037311600",3676,178,4.84221980413493
"1052","06037311700",2505,236,9.42115768463074
"1053","06037311801",1321,83,6.28311884935655
"1054","06037311802",1303,0,0
"1055","06037320000",0,0,NA
"1056","06037320100",1748,52,2.97482837528604
"1057","06037320201",1009,0,0
"1058","06037320202",1527,45,2.94695481335953
"1059","06037320300",1824,0,0
"1060","06037400204",2164,444,20.5175600739372
"1061","06037400205",1038,417,40.1734104046243
"1062","06037400206",1801,464,25.7634647418101
"1063","06037400207",1495,178,11.9063545150502
"1064","06037400302",1165,15,1.28755364806867
"1065","06037400304",2456,91,3.70521172638436
"1066","06037400402",1349,107,7.93180133432172
"1067","06037400403",1331,193,14.5003756574004
"1068","06037400404",1384,262,18.9306358381503
"1069","06037400501",688,243,35.3197674418605
"1070","06037400602",1321,38,2.87660862982589
"1071","06037400603",1742,68,3.90355912743972
"1072","06037400604",992,21,2.11693548387097
"1073","06037400800",804,44,5.4726368159204
"1074","06037400900",1348,40,2.9673590504451
"1075","06037401001",1019,121,11.8743866535819
"1076","06037401002",1639,134,8.17571690054912
"1077","06037401101",1862,85,4.56498388829216
"1078","06037401102",1048,15,1.43129770992366
"1079","06037401201",1084,137,12.6383763837638
"1080","06037401202",1304,103,7.89877300613497
"1081","06037401203",1646,41,2.49088699878493
"1082","06037401303",778,127,16.3239074550129
"1083","06037401304",2161,312,14.4377602961592
"1084","06037401311",2322,180,7.75193798449612
"1085","06037401312",1812,100,5.51876379690949
"1086","06037401500",1703,25,1.46799765120376
"1087","06037401601",2069,138,6.66988883518608
"1088","06037401602",1804,57,3.15964523281596
"1089","06037401603",1264,47,3.71835443037975
"1090","06037401701",1586,95,5.98991172761665
"1091","06037401703",1404,0,0
"1092","06037401704",1910,55,2.87958115183246
"1093","06037401800",2739,189,6.90032858707558
"1094","06037401901",165,0,0
"1095","06037401902",2605,234,8.98272552783109
"1096","06037402001",1103,0,0
"1097","06037402002",1505,72,4.78405315614618
"1098","06037402101",1096,7,0.638686131386861
"1099","06037402102",1230,0,0
"1100","06037402200",2122,66,3.11027332704995
"1101","06037402301",1284,0,0
"1102","06037402303",1096,0,0
"1103","06037402304",970,0,0
"1104","06037402402",1908,18,0.943396226415094
"1105","06037402403",1025,0,0
"1106","06037402404",4,0,0
"1107","06037402405",666,24,3.6036036036036
"1108","06037402406",1066,12,1.12570356472795
"1109","06037402501",1215,0,0
"1110","06037402502",1675,0,0
"1111","06037402600",2474,20,0.808407437348424
"1112","06037402702",1526,0,0
"1113","06037402703",1193,24,2.01173512154233
"1114","06037402705",892,4,0.448430493273543
"1115","06037402706",956,31,3.24267782426778
"1116","06037402801",1089,5,0.459136822773186
"1117","06037402803",713,0,0
"1118","06037402804",963,7,0.726895119418484
"1119","06037402902",1456,30,2.06043956043956
"1120","06037402903",980,20,2.04081632653061
"1121","06037402904",842,7,0.831353919239905
"1122","06037403000",1553,24,1.54539600772698
"1123","06037403200",0,0,NA
"1124","06037403303",757,28,3.69881109643329
"1125","06037403304",1577,129,8.18008877615726
"1126","06037403305",701,74,10.5563480741797
"1127","06037403312",1545,28,1.81229773462783
"1128","06037403316",2379,285,11.9798234552333
"1129","06037403317",1397,248,17.7523264137437
"1130","06037403318",1864,95,5.09656652360515
"1131","06037403319",1562,87,5.56978233034571
"1132","06037403320",1627,214,13.1530424093423
"1133","06037403321",1902,191,10.0420609884332
"1134","06037403322",1254,79,6.29984051036683
"1135","06037403323",1655,170,10.2719033232628
"1136","06037403324",2077,507,24.4102070293693
"1137","06037403325",1455,163,11.2027491408935
"1138","06037403401",1433,133,9.28122819260293
"1139","06037403402",958,77,8.03757828810021
"1140","06037403403",1473,382,25.9334691106585
"1141","06037403404",737,143,19.4029850746269
"1142","06037403405",485,84,17.319587628866
"1143","06037403406",787,44,5.59085133418043
"1144","06037403407",561,102,18.1818181818182
"1145","06037403408",1845,226,12.2493224932249
"1146","06037403500",635,89,14.0157480314961
"1147","06037403600",2066,197,9.53533397870281
"1148","06037403702",1112,60,5.39568345323741
"1149","06037403703",1424,112,7.86516853932584
"1150","06037403721",1556,38,2.44215938303342
"1151","06037403722",1592,58,3.64321608040201
"1152","06037403801",1870,16,0.855614973262032
"1153","06037403802",1927,52,2.69849507005708
"1154","06037403901",919,6,0.652883569096844
"1155","06037403902",1412,14,0.991501416430595
"1156","06037404000",1314,131,9.96955859969558
"1157","06037404100",1361,19,1.39603232916973
"1158","06037404201",958,7,0.730688935281837
"1159","06037404202",820,0,0
"1160","06037404301",1387,15,1.08147080028839
"1161","06037404302",561,0,0
"1162","06037404401",937,4,0.426894343649947
"1163","06037404402",1222,8,0.654664484451719
"1164","06037404501",579,0,0
"1165","06037404503",722,11,1.52354570637119
"1166","06037404504",1281,0,0
"1167","06037404600",365,0,0
"1168","06037404701",1279,10,0.781860828772478
"1169","06037404702",1399,25,1.78699070764832
"1170","06037404703",715,11,1.53846153846154
"1171","06037404801",1787,53,2.9658645775042
"1172","06037404802",1070,0,0
"1173","06037404803",417,0,0
"1174","06037404901",1254,6,0.478468899521531
"1175","06037404902",870,49,5.63218390804598
"1176","06037404903",601,0,0
"1177","06037405001",1340,14,1.04477611940299
"1178","06037405002",667,31,4.64767616191904
"1179","06037405101",1151,40,3.47523892267593
"1180","06037405102",1346,12,0.891530460624071
"1181","06037405201",1293,18,1.39211136890951
"1182","06037405202",1191,39,3.27455919395466
"1183","06037405203",734,17,2.31607629427793
"1184","06037405301",1055,12,1.13744075829384
"1185","06037405302",1473,30,2.03665987780041
"1186","06037405400",1309,10,0.763941940412529
"1187","06037405500",1940,50,2.57731958762887
"1188","06037405600",1542,15,0.972762645914397
"1189","06037405701",1010,0,0
"1190","06037405702",1464,0,0
"1191","06037405800",1613,8,0.495970241785493
"1192","06037405900",1177,75,6.37213254035684
"1193","06037406000",1508,59,3.91246684350133
"1194","06037406101",1100,25,2.27272727272727
"1195","06037406102",2185,52,2.37986270022883
"1196","06037406200",1723,65,3.77248984329658
"1197","06037406300",1693,213,12.5812167749557
"1198","06037406402",606,13,2.14521452145215
"1199","06037406411",523,34,6.50095602294455
"1200","06037406412",782,58,7.41687979539642
"1201","06037406500",1969,147,7.465718638903
"1202","06037406601",1496,54,3.6096256684492
"1203","06037406602",1247,24,1.92461908580593
"1204","06037406701",929,0,0
"1205","06037406702",1635,11,0.672782874617737
"1206","06037406800",1250,23,1.84
"1207","06037406901",1183,0,0
"1208","06037406902",831,20,2.40673886883273
"1209","06037407001",1146,4,0.349040139616056
"1210","06037407002",760,17,2.23684210526316
"1211","06037407101",1147,0,0
"1212","06037407102",1249,19,1.52121697357886
"1213","06037407200",1591,0,0
"1214","06037407301",1038,9,0.867052023121387
"1215","06037407302",722,0,0
"1216","06037407400",526,14,2.6615969581749
"1217","06037407501",1003,7,0.69790628115653
"1218","06037407502",817,0,0
"1219","06037407601",1167,31,2.65638389031705
"1220","06037407602",966,18,1.86335403726708
"1221","06037407701",1199,15,1.25104253544621
"1222","06037407702",1640,8,0.48780487804878
"1223","06037407801",1101,45,4.08719346049046
"1224","06037407802",823,1,0.121506682867558
"1225","06037407900",1423,46,3.23260716795502
"1226","06037408003",1184,32,2.7027027027027
"1227","06037408004",868,20,2.30414746543779
"1228","06037408005",1528,181,11.8455497382199
"1229","06037408006",1066,19,1.78236397748593
"1230","06037408133",1549,72,4.64816010329245
"1231","06037408134",838,77,9.18854415274463
"1232","06037408135",1211,62,5.11973575557391
"1233","06037408136",1016,0,0
"1234","06037408137",1252,6,0.479233226837061
"1235","06037408138",1319,0,0
"1236","06037408139",720,0,0
"1237","06037408140",743,0,0
"1238","06037408141",1108,15,1.35379061371841
"1239","06037408202",445,27,6.06741573033708
"1240","06037408211",1788,66,3.69127516778524
"1241","06037408212",1254,0,0
"1242","06037408301",1193,48,4.02347024308466
"1243","06037408302",1060,19,1.79245283018868
"1244","06037408303",1150,31,2.69565217391304
"1245","06037408401",1232,32,2.5974025974026
"1246","06037408402",1736,125,7.20046082949309
"1247","06037408501",795,1,0.125786163522013
"1248","06037408503",2002,169,8.44155844155844
"1249","06037408504",1538,50,3.25097529258778
"1250","06037408505",788,90,11.4213197969543
"1251","06037408623",996,39,3.91566265060241
"1252","06037408624",995,82,8.24120603015075
"1253","06037408625",1330,159,11.9548872180451
"1254","06037408626",1554,196,12.6126126126126
"1255","06037408627",884,107,12.10407239819
"1256","06037408628",1855,150,8.08625336927224
"1257","06037408629",961,72,7.49219562955255
"1258","06037408630",578,0,0
"1259","06037408631",1383,66,4.77223427331887
"1260","06037408703",1955,295,15.0895140664962
"1261","06037408704",1003,26,2.59222333000997
"1262","06037408705",1512,76,5.02645502645503
"1263","06037408706",496,89,17.9435483870968
"1264","06037408722",1196,121,10.1170568561873
"1265","06037408723",791,24,3.03413400758533
"1266","06037408724",1454,0,0
"1267","06037408800",1250,2,0.16
"1268","06037430002",2383,94,3.94460763743181
"1269","06037430003",1523,179,11.7531188443861
"1270","06037430101",1698,18,1.06007067137809
"1271","06037430102",1272,0,0
"1272","06037430200",370,89,24.0540540540541
"1273","06037430301",1610,313,19.4409937888199
"1274","06037430302",2463,280,11.3682501015022
"1275","06037430400",1504,417,27.7260638297872
"1276","06037430501",1664,319,19.1706730769231
"1277","06037430502",2905,279,9.60413080895009
"1278","06037430600",1391,558,40.1150251617541
"1279","06037430701",1966,309,15.7171922685656
"1280","06037430721",1173,70,5.96760443307758
"1281","06037430723",1710,43,2.51461988304094
"1282","06037430724",1973,26,1.31779016725798
"1283","06037430801",2295,134,5.83877995642702
"1284","06037430802",1432,152,10.6145251396648
"1285","06037430803",1770,290,16.3841807909604
"1286","06037430901",1560,13,0.833333333333333
"1287","06037430902",1653,25,1.5124016938899
"1288","06037431001",2639,0,0
"1289","06037431002",1254,49,3.90749601275917
"1290","06037431100",2050,85,4.14634146341463
"1291","06037431200",1505,0,0
"1292","06037431300",884,101,11.4253393665158
"1293","06037431400",1330,33,2.4812030075188
"1294","06037431501",1511,36,2.38252812706817
"1295","06037431502",1481,13,0.87778528021607
"1296","06037431600",1271,204,16.0503540519276
"1297","06037431700",2012,252,12.5248508946322
"1298","06037431800",1791,141,7.87269681742044
"1299","06037431900",1345,43,3.19702602230483
"1300","06037432000",2479,146,5.88947156111335
"1301","06037432101",1380,114,8.26086956521739
"1302","06037432102",1676,68,4.05727923627685
"1303","06037432201",1270,51,4.01574803149606
"1304","06037432202",1270,28,2.20472440944882
"1305","06037432300",1137,0,0
"1306","06037432401",974,27,2.77207392197125
"1307","06037432402",1698,42,2.47349823321555
"1308","06037432500",2226,54,2.42587601078167
"1309","06037432601",1636,23,1.40586797066015
"1310","06037432602",1183,0,0
"1311","06037432700",1195,0,0
"1312","06037432801",843,0,0
"1313","06037432802",1432,39,2.72346368715084
"1314","06037432901",1216,15,1.23355263157895
"1315","06037432902",879,10,1.13765642775882
"1316","06037433101",611,0,0
"1317","06037433102",1160,4,0.344827586206897
"1318","06037433200",1589,30,1.88797986154814
"1319","06037433302",398,0,0
"1320","06037433304",1320,10,0.757575757575758
"1321","06037433305",1141,16,1.4022787028922
"1322","06037433306",736,46,6.25
"1323","06037433307",761,20,2.6281208935611
"1324","06037433401",679,12,1.76730486008837
"1325","06037433402",1108,0,0
"1326","06037433403",1100,19,1.72727272727273
"1327","06037433501",510,0,0
"1328","06037433503",655,27,4.12213740458015
"1329","06037433504",1031,0,0
"1330","06037433601",1148,21,1.82926829268293
"1331","06037433602",761,0,0
"1332","06037433700",806,0,0
"1333","06037433801",1302,0,0
"1334","06037433802",707,30,4.24328147100424
"1335","06037433901",1235,0,0
"1336","06037433902",889,9,1.01237345331834
"1337","06037434001",983,26,2.64496439471007
"1338","06037434003",1003,17,1.69491525423729
"1339","06037434004",639,7,1.09546165884194
"1340","06037460000",1771,305,17.2219085262564
"1341","06037460100",2475,683,27.5959595959596
"1342","06037460200",2123,223,10.5040037682525
"1343","06037460301",1726,324,18.7717265353418
"1344","06037460302",1377,76,5.51924473493101
"1345","06037460401",330,8,2.42424242424242
"1346","06037460501",1906,729,38.2476390346275
"1347","06037460502",1439,574,39.8888116747741
"1348","06037460600",1518,420,27.6679841897233
"1349","06037460700",1586,833,52.5220680958386
"1350","06037460800",1326,589,44.4193061840121
"1351","06037460900",1910,21,1.09947643979058
"1352","06037461000",1703,44,2.58367586611861
"1353","06037461100",1644,71,4.31873479318735
"1354","06037461200",1684,394,23.396674584323
"1355","06037461300",2491,290,11.641910879165
"1356","06037461400",1296,74,5.70987654320988
"1357","06037461501",1274,72,5.65149136577708
"1358","06037461502",1632,22,1.34803921568627
"1359","06037461600",1672,32,1.91387559808612
"1360","06037461700",694,205,29.5389048991354
"1361","06037461901",1622,42,2.58939580764488
"1362","06037461902",934,77,8.2441113490364
"1363","06037462001",1211,0,0
"1364","06037462002",1072,53,4.94402985074627
"1365","06037462100",1648,88,5.33980582524272
"1366","06037462201",1853,0,0
"1367","06037462202",1514,47,3.10435931307794
"1368","06037462301",1872,30,1.6025641025641
"1369","06037462302",1359,50,3.67917586460633
"1370","06037462400",1653,238,14.3980641258318
"1371","06037462500",2191,354,16.1570059333638
"1372","06037462600",843,250,29.655990510083
"1373","06037462700",2079,123,5.91630591630592
"1374","06037462800",1137,102,8.97097625329815
"1375","06037462900",1370,146,10.6569343065693
"1376","06037463000",925,191,20.6486486486486
"1377","06037463101",838,28,3.34128878281623
"1378","06037463102",1128,218,19.3262411347518
"1379","06037463200",1369,143,10.445580715851
"1380","06037463300",865,145,16.7630057803468
"1381","06037463400",2542,301,11.8410700236035
"1382","06037463500",2467,187,7.58005674908796
"1383","06037463601",3322,176,5.29801324503311
"1384","06037463602",3277,217,6.62191028379616
"1385","06037463700",1137,325,28.5839929639402
"1386","06037463800",1646,614,37.3025516403402
"1387","06037463900",1591,337,21.1816467630421
"1388","06037464000",2698,640,23.7212750185322
"1389","06037464100",2425,993,40.9484536082474
"1390","06037464200",1971,531,26.9406392694064
"1391","06037480002",1120,178,15.8928571428571
"1392","06037480011",1829,72,3.93657736468015
"1393","06037480012",1670,55,3.2934131736527
"1394","06037480101",1270,68,5.35433070866142
"1395","06037480102",1357,94,6.92704495210022
"1396","06037480201",1348,235,17.433234421365
"1397","06037480202",888,156,17.5675675675676
"1398","06037480302",1666,69,4.14165666266507
"1399","06037480303",1436,24,1.67130919220056
"1400","06037480304",1656,44,2.65700483091787
"1401","06037480400",2168,168,7.74907749077491
"1402","06037480500",2131,537,25.199436884092
"1403","06037480600",3317,270,8.13988543864938
"1404","06037480702",1711,339,19.812974868498
"1405","06037480703",1247,184,14.7554129911788
"1406","06037480704",1948,200,10.2669404517454
"1407","06037480802",1046,78,7.45697896749522
"1408","06037480803",1196,42,3.51170568561873
"1409","06037480804",1922,63,3.27783558792924
"1410","06037480901",1527,10,0.654878847413229
"1411","06037480902",1411,0,0
"1412","06037480903",1012,21,2.07509881422925
"1413","06037481001",1365,40,2.93040293040293
