"","GEOID","total","over_200","percent"
"1414","06037481002",2034,75,3.68731563421829
"1415","06037481101",1426,0,0
"1416","06037481102",1369,60,4.3827611395179
"1417","06037481103",1482,72,4.8582995951417
"1418","06037481201",1182,59,4.99153976311337
"1419","06037481202",1900,0,0
"1420","06037481300",798,34,4.26065162907268
"1421","06037481401",1837,14,0.762112139357648
"1422","06037481402",2053,48,2.33804188991719
"1423","06037481500",1512,60,3.96825396825397
"1424","06037481603",1274,48,3.76766091051805
"1425","06037481604",1268,33,2.60252365930599
"1426","06037481605",1037,32,3.08582449373192
"1427","06037481606",1537,23,1.49642160052049
"1428","06037481711",1393,51,3.66116295764537
"1429","06037481712",1517,0,0
"1430","06037481713",725,14,1.93103448275862
"1431","06037481714",857,10,1.16686114352392
"1432","06037481800",914,100,10.9409190371991
"1433","06037481901",1921,122,6.35085892764185
"1434","06037481902",1201,13,1.08243130724396
"1435","06037482001",974,101,10.3696098562628
"1436","06037482002",2213,174,7.8626299141437
"1437","06037482101",1447,41,2.83344851416724
"1438","06037482102",895,43,4.80446927374302
"1439","06037482201",1201,65,5.41215653621982
"1440","06037482202",1429,95,6.6480055983205
"1441","06037482301",1313,7,0.533130236100533
"1442","06037482303",1562,16,1.02432778489117
"1443","06037482304",925,26,2.81081081081081
"1444","06037482401",924,51,5.51948051948052
"1445","06037482402",2118,59,2.78564683663834
"1446","06037482502",817,0,0
"1447","06037482503",949,0,0
"1448","06037482521",1486,69,4.64333781965007
"1449","06037482522",1461,22,1.50581793292266
"1450","06037482600",2236,78,3.48837209302326
"1451","06037482701",1297,35,2.69853508095605
"1452","06037482702",757,4,0.528401585204756
"1453","06037482800",1246,37,2.96950240770466
"1454","06037500100",1104,281,25.4528985507246
"1455","06037500201",1910,433,22.6701570680628
"1456","06037500202",1494,494,33.0655957161981
"1457","06037500300",1070,155,14.4859813084112
"1458","06037500402",1142,11,0.963222416812609
"1459","06037500403",1069,16,1.49672591206735
"1460","06037500404",1232,12,0.974025974025974
"1461","06037500500",904,0,0
"1462","06037500600",1434,0,0
"1463","06037500700",1666,76,4.56182472989196
"1464","06037500800",1377,22,1.59767610748003
"1465","06037500900",1533,22,1.43509458577952
"1466","06037501001",681,0,0
"1467","06037501002",1402,32,2.28245363766049
"1468","06037501200",1493,55,3.68385800401875
"1469","06037501300",2301,64,2.78139939156888
"1470","06037501400",1100,14,1.27272727272727
"1471","06037501501",826,123,14.8910411622276
"1472","06037501503",1881,29,1.54173312068049
"1473","06037501504",1581,22,1.39152435167615
"1474","06037501600",2295,294,12.8104575163399
"1475","06037501700",1291,96,7.43609604957397
"1476","06037501802",1187,47,3.95956192080876
"1477","06037501803",1507,0,0
"1478","06037501804",711,0,0
"1479","06037501900",1357,29,2.13706705969049
"1480","06037502003",811,0,0
"1481","06037502004",928,0,0
"1482","06037502005",1248,61,4.88782051282051
"1483","06037502100",1602,0,0
"1484","06037502200",1771,54,3.04912478825522
"1485","06037502301",1331,23,1.72802404207363
"1486","06037502302",696,33,4.74137931034483
"1487","06037502401",1304,31,2.37730061349693
"1488","06037502402",928,21,2.26293103448276
"1489","06037502500",1112,34,3.05755395683453
"1490","06037502601",1844,24,1.30151843817787
"1491","06037502602",1296,22,1.69753086419753
"1492","06037502700",1802,0,0
"1493","06037502801",1689,54,3.19715808170515
"1494","06037502802",794,0,0
"1495","06037502901",1362,12,0.881057268722467
"1496","06037502902",887,0,0
"1497","06037503000",1234,0,0
"1498","06037503103",1062,8,0.753295668549906
"1499","06037503104",609,24,3.94088669950739
"1500","06037503105",1002,0,0
"1501","06037503106",1098,18,1.63934426229508
"1502","06037503201",1162,26,2.23752151462995
"1503","06037503202",1294,15,1.15919629057187
"1504","06037503301",1036,56,5.40540540540541
"1505","06037503302",1922,32,1.66493236212279
"1506","06037503401",2263,31,1.36986301369863
"1507","06037503402",1404,14,0.997150997150997
"1508","06037503501",1981,81,4.08884401817264
"1509","06037503502",1253,0,0
"1510","06037503601",1175,24,2.04255319148936
"1511","06037503602",1191,111,9.31989924433249
"1512","06037503701",1702,65,3.81903642773208
"1513","06037503702",1581,85,5.37634408602151
"1514","06037503703",2939,231,7.85981626403539
"1515","06037503801",1207,69,5.71665285832643
"1516","06037503802",1454,67,4.60797799174691
"1517","06037503901",799,51,6.38297872340426
"1518","06037503902",1364,79,5.79178885630498
"1519","06037504001",1023,38,3.71456500488759
"1520","06037504002",1598,43,2.69086357947434
"1521","06037504101",1402,36,2.56776034236805
"1522","06037504102",0,0,NA
"1523","06037530003",888,76,8.55855855855856
"1524","06037530004",1143,18,1.5748031496063
"1525","06037530005",1488,187,12.5672043010753
"1526","06037530006",1379,14,1.01522842639594
"1527","06037530101",1647,7,0.42501517911354
"1528","06037530102",1639,16,0.976205003050641
"1529","06037530202",1240,24,1.93548387096774
"1530","06037530203",1002,5,0.499001996007984
"1531","06037530204",1042,12,1.15163147792706
"1532","06037530301",591,6,1.01522842639594
"1533","06037530302",1861,24,1.28962923159592
"1534","06037530400",1181,15,1.2701100762066
"1535","06037530500",1193,0,0
"1536","06037530601",829,11,1.32689987937274
"1537","06037530602",398,0,0
"1538","06037530700",483,0,0
"1539","06037530801",1476,0,0
"1540","06037530802",846,0,0
"1541","06037530901",921,0,0
"1542","06037530902",1106,0,0
"1543","06037531000",1264,0,0
"1544","06037531101",1250,7,0.56
"1545","06037531102",885,0,0
"1546","06037531201",1244,0,0
"1547","06037531202",1118,7,0.626118067978533
"1548","06037531301",1276,0,0
"1549","06037531302",1452,0,0
"1550","06037531502",800,0,0
"1551","06037531503",773,0,0
"1552","06037531504",1096,0,0
"1553","06037531602",1160,0,0
"1554","06037531603",858,6,0.699300699300699
"1555","06037531604",859,26,3.0267753201397
"1556","06037531701",1327,0,0
"1557","06037531702",1219,0,0
"1558","06037531800",1183,0,0
"1559","06037531901",1711,0,0
"1560","06037531902",1138,0,0
"1561","06037532001",1104,6,0.543478260869565
"1562","06037532002",809,0,0
"1563","06037532101",1712,18,1.05140186915888
"1564","06037532102",978,0,0
"1565","06037532200",1790,7,0.391061452513967
"1566","06037532302",1048,5,0.477099236641221
"1567","06037532303",1240,39,3.14516129032258
"1568","06037532304",1008,0,0
"1569","06037532400",19,0,0
"1570","06037532500",1064,31,2.91353383458647
"1571","06037532603",754,0,0
"1572","06037532604",653,0,0
"1573","06037532605",1085,0,0
"1574","06037532606",1199,7,0.583819849874896
"1575","06037532700",591,0,0
"1576","06037532800",893,7,0.783874580067189
"1577","06037532900",1533,0,0
"1578","06037533001",939,0,0
"1579","06037533002",640,4,0.625
"1580","06037533103",849,12,1.41342756183746
"1581","06037533104",1230,0,0
"1582","06037533105",588,0,0
"1583","06037533106",385,0,0
"1584","06037533107",948,6,0.632911392405063
"1585","06037533201",627,0,0
"1586","06037533202",620,0,0
"1587","06037533203",393,0,0
"1588","06037533300",806,0,0
"1589","06037533401",1144,0,0
"1590","06037533402",1005,0,0
"1591","06037533403",696,0,0
"1592","06037533501",725,35,4.82758620689655
"1593","06037533502",504,0,0
"1594","06037533503",430,20,4.65116279069767
"1595","06037533601",1127,0,0
"1596","06037533602",1404,0,0
"1597","06037533603",1638,0,0
"1598","06037533701",978,0,0
"1599","06037533702",836,0,0
"1600","06037533703",991,11,1.10998990918264
"1601","06037533803",1589,0,0
"1602","06037533804",1190,0,0
"1603","06037533805",940,6,0.638297872340425
"1604","06037533806",1015,0,0
"1605","06037533901",1454,6,0.412654745529574
"1606","06037533902",944,0,0
"1607","06037534001",1278,0,0
"1608","06037534002",1007,9,0.893743793445879
"1609","06037534101",517,0,0
"1610","06037534102",1483,0,0
"1611","06037534201",1078,0,0
"1612","06037534202",1298,16,1.2326656394453
"1613","06037534203",869,7,0.805523590333717
"1614","06037534301",1134,0,0
"1615","06037534302",857,11,1.28354725787631
"1616","06037534403",744,10,1.34408602150538
"1617","06037534404",968,13,1.34297520661157
"1618","06037534405",899,0,0
"1619","06037534406",1014,0,0
"1620","06037534501",1263,33,2.61282660332542
"1621","06037534502",1034,0,0
"1622","06037534700",843,0,0
"1623","06037534802",666,20,3.003003003003
"1624","06037534803",1147,0,0
"1625","06037534804",892,0,0
"1626","06037534900",1496,0,0
"1627","06037535001",956,0,0
"1628","06037535002",740,27,3.64864864864865
"1629","06037535101",1688,25,1.48104265402844
"1630","06037535102",956,12,1.25523012552301
"1631","06037535200",1242,0,0
"1632","06037535300",1445,0,0
"1633","06037535400",715,0,0
"1634","06037535501",1016,0,0
"1635","06037535502",1209,0,0
"1636","06037535503",603,19,3.15091210613599
"1637","06037535603",887,0,0
"1638","06037535604",1029,0,0
"1639","06037535605",1121,0,0
"1640","06037535606",509,12,2.35756385068762
"1641","06037535607",1012,0,0
"1642","06037535701",1536,14,0.911458333333333
"1643","06037535702",1355,16,1.18081180811808
"1644","06037535802",1746,9,0.515463917525773
"1645","06037535803",1081,9,0.832562442183164
"1646","06037535804",1342,0,0
"1647","06037535901",1441,14,0.971547536433033
"1648","06037535902",1580,26,1.64556962025316
"1649","06037536000",1005,0,0
"1650","06037536102",1033,42,4.06582768635044
"1651","06037536103",1499,0,0
"1652","06037536104",1004,0,0
"1653","06037536200",1917,49,2.55607720396453
"1654","06037540000",1553,0,0
"1655","06037540101",1448,0,0
"1656","06037540102",1496,8,0.53475935828877
"1657","06037540201",584,0,0
"1658","06037540202",1700,8,0.470588235294118
"1659","06037540203",1302,8,0.614439324116744
"1660","06037540300",1178,0,0
"1661","06037540400",437,0,0
"1662","06037540501",1063,0,0
"1663","06037540502",1427,0,0
"1664","06037540600",974,4,0.410677618069815
"1665","06037540700",775,0,0
"1666","06037540800",1527,56,3.66732154551408
"1667","06037540901",1138,0,0
"1668","06037540902",1437,9,0.626304801670146
"1669","06037541001",297,12,4.04040404040404
"1670","06037541002",1007,0,0
"1671","06037541100",881,7,0.794551645856981
"1672","06037541200",1795,13,0.724233983286908
"1673","06037541300",1457,27,1.85312285518188
"1674","06037541400",1609,0,0
"1675","06037541500",1229,0,0
"1676","06037541603",623,0,0
"1677","06037541604",1420,0,0
"1678","06037541605",1222,0,0
"1679","06037541606",550,0,0
"1680","06037541700",1372,8,0.583090379008746
"1681","06037541801",1095,13,1.18721461187215
"1682","06037541802",1153,0,0
"1683","06037542000",1145,7,0.611353711790393
"1684","06037542103",800,15,1.875
"1685","06037542104",690,9,1.30434782608696
"1686","06037542105",1024,17,1.66015625
"1687","06037542106",612,0,0
"1688","06037542200",1540,19,1.23376623376623
"1689","06037542401",1217,28,2.30073952341824
"1690","06037542402",781,0,0
"1691","06037542501",1118,9,0.805008944543828
"1692","06037542502",1197,0,0
"1693","06037542601",659,0,0
"1694","06037542602",1340,7,0.522388059701493
"1695","06037542700",1206,8,0.66334991708126
"1696","06037542800",938,0,0
"1697","06037542900",731,0,0
"1698","06037543000",1257,9,0.715990453460621
"1699","06037543100",1732,26,1.50115473441109
"1700","06037543201",949,0,0
"1701","06037543202",1140,0,0
"1702","06037543304",1926,61,3.16718587746625
"1703","06037543305",998,37,3.70741482965932
"1704","06037543306",1960,79,4.03061224489796
"1705","06037543321",1762,79,4.48354143019296
"1706","06037543322",2056,164,7.97665369649805
"1707","06037543400",973,52,5.34429599177801
"1708","06037543501",1997,87,4.35653480220331
"1709","06037543502",1331,78,5.86025544703231
"1710","06037543503",1688,59,3.49526066350711
"1711","06037543601",1049,26,2.47855100095329
"1712","06037543602",2537,115,4.53291288923926
"1713","06037543603",1485,63,4.24242424242424
"1714","06037543604",1348,28,2.07715133531157
"1715","06037543701",651,51,7.83410138248848
"1716","06037543702",1765,12,0.679886685552408
"1717","06037543703",953,64,6.71563483735572
"1718","06037543801",1448,46,3.1767955801105
"1719","06037543802",1885,13,0.689655172413793
"1720","06037543903",957,14,1.46290491118077
"1721","06037543905",971,16,1.64778578784758
"1722","06037544001",1198,53,4.42404006677796
"1723","06037544002",796,78,9.79899497487437
"1724","06037550000",163,0,0
"1725","06037550100",1837,19,1.03429504627109
"1726","06037550201",808,19,2.35148514851485
"1727","06037550202",1405,32,2.27758007117438
"1728","06037550300",1991,30,1.50678051230537
"1729","06037550400",404,23,5.69306930693069
"1730","06037550500",2301,276,11.9947848761408
"1731","06037550601",1607,89,5.53827006845053
"1732","06037550602",1232,91,7.38636363636364
"1733","06037550700",1915,81,4.22976501305483
"1734","06037550800",2171,95,4.37586365730078
"1735","06037550901",1278,14,1.09546165884194
"1736","06037550902",1792,18,1.00446428571429
"1737","06037551000",2195,211,9.6127562642369
"1738","06037551101",1159,42,3.62381363244176
"1739","06037551102",1632,0,0
"1740","06037551201",1089,3,0.275482093663912
"1741","06037551202",2110,9,0.42654028436019
"1742","06037551300",1772,0,0
"1743","06037551401",1415,26,1.83745583038869
"1744","06037551402",1205,25,2.0746887966805
"1745","06037551501",1460,0,0
"1746","06037551502",1232,9,0.73051948051948
"1747","06037551600",0,0,NA
"1748","06037551700",1691,0,0
"1749","06037551800",2243,17,0.757913508693714
"1750","06037551900",1458,11,0.754458161865569
"1751","06037552001",977,58,5.93654042988741
"1752","06037552002",984,17,1.72764227642276
"1753","06037552100",1832,16,0.873362445414847
"1754","06037552200",1763,10,0.567214974475326
"1755","06037552301",1234,57,4.61912479740681
"1756","06037552302",1156,22,1.90311418685121
"1757","06037552400",546,0,0
"1758","06037552601",1120,0,0
"1759","06037552602",1093,45,4.11710887465691
"1760","06037552700",1705,7,0.410557184750733
"1761","06037552800",1603,49,3.05676855895197
"1762","06037552900",1947,47,2.41397021058038
"1763","06037553000",1202,0,0
"1764","06037553100",1911,44,2.30245944531659
"1765","06037553200",1960,62,3.16326530612245
"1766","06037553300",936,51,5.44871794871795
"1767","06037553400",964,18,1.86721991701245
"1768","06037553502",1217,0,0
"1769","06037553503",786,0,0
"1770","06037553504",1274,10,0.784929356357928
"1771","06037553601",1213,35,2.88540807914262
"1772","06037553602",1146,0,0
"1773","06037553701",889,0,0
"1774","06037553702",1047,19,1.81470869149952
"1775","06037553801",1024,4,0.390625
"1776","06037553802",1849,5,0.270416441319632
"1777","06037553901",1693,8,0.472533963378618
"1778","06037553902",1531,0,0
"1779","06037554001",1179,5,0.424088210347752
"1780","06037554002",1721,36,2.0918070889018
"1781","06037554101",1023,0,0
"1782","06037554103",442,0,0
"1783","06037554104",759,5,0.658761528326746
"1784","06037554105",1581,0,0
"1785","06037554201",1114,19,1.70556552962298
"1786","06037554203",1126,20,1.77619893428064
"1787","06037554204",1530,0,0
"1788","06037554301",967,11,1.13753877973113
"1789","06037554302",1077,0,0
"1790","06037554403",1646,25,1.51883353584447
"1791","06037554404",1347,2,0.148478099480327
"1792","06037554405",1246,0,0
"1793","06037554406",1692,92,5.43735224586288
"1794","06037554511",1185,125,10.5485232067511
"1795","06037554512",1802,221,12.2641509433962
"1796","06037554513",790,36,4.55696202531646
"1797","06037554514",1424,95,6.67134831460674
"1798","06037554515",1069,65,6.08044901777362
"1799","06037554516",1130,107,9.46902654867257
"1800","06037554517",1490,167,11.2080536912752
"1801","06037554518",1601,142,8.86945658963148
"1802","06037554519",1143,215,18.8101487314086
"1803","06037554521",1892,154,8.13953488372093
"1804","06037554522",1440,178,12.3611111111111
"1805","06037554600",1290,28,2.17054263565891
"1806","06037554700",1002,13,1.29740518962076
"1807","06037554801",739,11,1.48849797023004
"1808","06037554802",1838,87,4.73340587595212
"1809","06037554900",2034,64,3.14650934119961
"1810","06037555001",1543,99,6.41607258587168
"1811","06037555002",1030,26,2.52427184466019
"1812","06037555102",2015,32,1.58808933002481
"1813","06037555103",1343,28,2.08488458674609
"1814","06037555104",1360,37,2.72058823529412
"1815","06037555202",1171,200,17.0794192997438
"1816","06037555211",1289,0,0
"1817","06037555212",1291,0,0
"1818","06037570001",1417,27,1.90543401552576
"1819","06037570002",857,31,3.61726954492415
"1820","06037570003",1412,43,3.04532577903683
"1821","06037570100",739,33,4.46549391069012
"1822","06037570202",1549,18,1.16204002582311
"1823","06037570203",1145,0,0
"1824","06037570204",1012,0,0
"1825","06037570301",2081,0,0
"1826","06037570303",1145,0,0
"1827","06037570304",1408,16,1.13636363636364
"1828","06037570402",918,0,0
"1829","06037570403",1056,0,0
"1830","06037570404",838,68,8.1145584725537
"1831","06037570501",2185,137,6.27002288329519
"1832","06037570502",1755,36,2.05128205128205
"1833","06037570601",1479,19,1.28465179175118
"1834","06037570602",1789,19,1.06204583566238
"1835","06037570603",1545,5,0.323624595469256
"1836","06037570701",2475,63,2.54545454545455
"1837","06037570702",831,23,2.76774969915764
"1838","06037570800",1785,68,3.80952380952381
"1839","06037570901",1854,67,3.61380798274002
"1840","06037570902",1225,61,4.97959183673469
"1841","06037571000",1939,56,2.88808664259928
"1842","06037571101",1553,74,4.76497102382486
"1843","06037571102",1329,36,2.70880361173815
"1844","06037571200",2987,259,8.6709072648142
"1845","06037571300",1447,124,8.56945404284727
"1846","06037571400",1617,50,3.09214594928881
"1847","06037571502",1754,54,3.07867730900798
"1848","06037571503",1184,25,2.11148648648649
"1849","06037571504",1742,31,1.77956371986223
"1850","06037571600",745,0,0
"1851","06037571701",1640,19,1.15853658536585
"1852","06037571703",1093,0,0
"1853","06037571704",1094,0,0
"1854","06037571800",1353,346,25.5728011825573
"1855","06037571900",2382,304,12.7623845507976
"1856","06037572001",2139,135,6.31136044880785
"1857","06037572002",1719,64,3.72309482257126
"1858","06037572100",309,33,10.6796116504854
"1859","06037572201",2082,57,2.73775216138329
"1860","06037572202",1063,75,7.0555032925682
"1861","06037572301",914,0,0
"1862","06037572302",818,50,6.11246943765281
"1863","06037572400",288,19,6.59722222222222
"1864","06037572500",1191,5,0.419815281276238
"1865","06037572600",1280,25,1.953125
"1866","06037572700",1305,9,0.689655172413793
"1867","06037572800",323,0,0
"1868","06037572900",1312,22,1.67682926829268
"1869","06037573002",1068,0,0
"1870","06037573003",653,25,3.82848392036753
"1871","06037573004",1458,0,0
"1872","06037573100",2399,58,2.41767403084619
"1873","06037573201",1246,0,0
"1874","06037573202",1438,0,0
"1875","06037573300",976,8,0.819672131147541
"1876","06037573401",543,7,1.28913443830571
"1877","06037573402",2233,113,5.06045678459472
"1878","06037573403",1340,138,10.2985074626866
"1879","06037573601",2266,105,4.63371579876434
"1880","06037573700",1722,162,9.40766550522648
"1881","06037573800",1525,93,6.0983606557377
"1882","06037573902",881,141,16.0045402951192
"1883","06037574000",1946,148,7.60534429599178
"1884","06037574100",1914,120,6.26959247648903
"1885","06037574201",1112,38,3.41726618705036
"1886","06037574202",702,14,1.99430199430199
"1887","06037574300",2094,260,12.4164278892073
"1888","06037574400",1895,198,10.4485488126649
"1889","06037574500",2242,262,11.685994647636
"1890","06037574601",0,0,NA
"1891","06037574602",567,134,23.6331569664903
"1892","06037574700",0,0,NA
"1893","06037574800",1403,276,19.672131147541
"1894","06037574901",1437,94,6.54140570633264
"1895","06037574902",1796,17,0.946547884187082
"1896","06037575001",1621,17,1.04873534855028
"1897","06037575002",1959,57,2.90964777947933
"1898","06037575101",1408,0,0
"1899","06037575102",1215,0,0
"1900","06037575103",1927,7,0.363258951738454
"1901","06037575201",1311,14,1.06788710907704
"1902","06037575202",1221,13,1.06470106470106
"1903","06037575300",1224,16,1.30718954248366
"1904","06037575401",1169,0,0
"1905","06037575402",1039,0,0
"1906","06037575500",10,0,0
"1907","06037575801",666,0,0
"1908","06037575802",1513,8,0.528750826173166
"1909","06037575803",1130,0,0
"1910","06037575901",1217,14,1.15036976170912
"1911","06037575902",2634,45,1.70842824601367
"1912","06037576001",2849,191,6.7041067041067
"1913","06037576200",2768,19,0.686416184971098
"1914","06037576301",1567,84,5.36056158264199
"1915","06037576302",1204,0,0
"1916","06037576401",1153,23,1.99479618386817
"1917","06037576402",1297,0,0
"1918","06037576403",1464,0,0
"1919","06037576501",1483,60,4.04585300067431
"1920","06037576502",2077,54,2.5999037072701
"1921","06037576503",1782,17,0.953984287317621
"1922","06037576601",2790,128,4.58781362007168
"1923","06037576602",2529,106,4.19137999209174
"1924","06037576700",2186,94,4.30009149130833
"1925","06037576801",1884,24,1.27388535031847
"1926","06037576802",1910,57,2.98429319371728
"1927","06037576901",1732,22,1.270207852194
"1928","06037576903",1375,0,0
"1929","06037576904",1195,0,0
"1930","06037577000",3010,94,3.12292358803987
"1931","06037577100",3245,281,8.65947611710324
"1932","06037577200",3205,173,5.39781591263651
"1933","06037577300",3085,192,6.22366288492707
"1934","06037577400",1628,148,9.09090909090909
"1935","06037577501",1623,365,22.4892174984596
"1936","06037577504",744,110,14.7849462365591
"1937","06037577602",1662,298,17.9302045728039
"1938","06037577603",3752,620,16.5245202558635
"1939","06037577604",710,48,6.76056338028169
"1940","06037599000",1235,54,4.37246963562753
"1941","06037599100",124,12,9.67741935483871
"1942","06037600100",1945,11,0.565552699228792
"1943","06037600201",1181,11,0.931414055884843
"1944","06037600202",2125,0,0
"1945","06037600302",1064,0,0
"1946","06037600303",1144,0,0
"1947","06037600304",886,0,0
"1948","06037600400",1522,40,2.6281208935611
"1949","06037600501",933,0,0
"1950","06037600502",654,18,2.75229357798165
"1951","06037600601",824,23,2.79126213592233
"1952","06037600602",681,0,0
"1953","06037600702",1293,45,3.48027842227378
"1954","06037600703",931,18,1.93340494092374
"1955","06037600704",1237,41,3.31447049312854
"1956","06037600801",1265,43,3.39920948616601
"1957","06037600802",1209,91,7.52688172043011
"1958","06037600902",2496,46,1.84294871794872
"1959","06037600911",1089,20,1.83654729109275
"1960","06037600912",1471,15,1.01971447994562
"1961","06037601001",1024,2,0.1953125
"1962","06037601002",2125,31,1.45882352941176
"1963","06037601100",2147,0,0
"1964","06037601202",1068,10,0.936329588014981
"1965","06037601211",1119,0,0
"1966","06037601212",2056,12,0.583657587548638
"1967","06037601301",759,82,10.8036890645586
"1968","06037601302",2889,15,0.519210799584631
"1969","06037601303",2109,18,0.85348506401138
"1970","06037601401",1491,41,2.74983232729712
"1971","06037601402",1379,17,1.23277737490935
"1972","06037601501",1064,0,0
"1973","06037601502",873,18,2.06185567010309
"1974","06037601600",1033,0,0
"1975","06037601700",1353,8,0.591278640059128
"1976","06037601801",866,17,1.96304849884527
"1977","06037601802",994,0,0
"1978","06037601900",1299,0,0
"1979","06037602002",827,44,5.32043530834341
"1980","06037602003",1251,0,0
"1981","06037602004",984,26,2.64227642276423
"1982","06037602103",2085,21,1.00719424460432
"1983","06037602104",1754,49,2.79361459521095
"1984","06037602105",1372,0,0
"1985","06037602106",2178,0,0
"1986","06037602200",2454,82,3.34148329258354
"1987","06037602301",1864,45,2.41416309012876
"1988","06037602302",1344,186,13.8392857142857
"1989","06037602402",2129,75,3.52278064819164
"1990","06037602403",1792,19,1.06026785714286
"1991","06037602404",1963,27,1.37544574630667
"1992","06037602504",1670,31,1.8562874251497
"1993","06037602505",1592,0,0
"1994","06037602506",1652,0,0
"1995","06037602507",1579,0,0
"1996","06037602508",2360,11,0.466101694915254
"1997","06037602509",1084,22,2.02952029520295
"1998","06037602600",2851,99,3.47246580147317
"1999","06037602700",1104,7,0.634057971014493
"2000","06037602801",1115,10,0.896860986547085
"2001","06037602802",1254,51,4.06698564593301
"2002","06037602900",1249,10,0.800640512409928
"2003","06037603001",2423,24,0.990507635163021
"2004","06037603004",688,6,0.872093023255814
"2005","06037603005",1747,10,0.572409845449342
"2006","06037603006",941,8,0.850159404888417
"2007","06037603101",1609,23,1.42945929148539
"2008","06037603102",1417,38,2.68172194777699
"2009","06037603200",1108,34,3.06859205776173
"2010","06037603301",1606,37,2.30386052303861
"2011","06037603302",1575,42,2.66666666666667
"2012","06037603400",1420,16,1.12676056338028
"2013","06037603500",945,22,2.32804232804233
"2014","06037603600",1392,75,5.38793103448276
"2015","06037603702",1646,56,3.40218712029162
"2016","06037603703",832,46,5.52884615384615
"2017","06037603704",2043,8,0.391581008321096
"2018","06037603801",1334,62,4.64767616191904
"2019","06037603802",1154,38,3.29289428076256
"2020","06037603900",2412,10,0.414593698175788
"2021","06037604001",1276,16,1.25391849529781
"2022","06037604002",1523,17,1.11621799080762
"2023","06037604100",1989,6,0.301659125188537
"2024","06037609900",660,25,3.78787878787879
"2025","06037620001",1508,163,10.8090185676393
"2026","06037620002",1542,252,16.3424124513619
"2027","06037620101",2241,230,10.2632753235163
"2028","06037620102",1665,160,9.60960960960961
"2029","06037620201",744,186,25
"2030","06037620301",1712,712,41.588785046729
"2031","06037620303",1717,560,32.6150262085032
"2032","06037620305",2854,648,22.7049754730203
"2033","06037620400",2080,606,29.1346153846154
"2034","06037620501",2091,422,20.181731229077
"2035","06037620521",1669,209,12.5224685440383
"2036","06037620522",1791,370,20.6588498045784
"2037","06037620601",2412,220,9.12106135986733
"2038","06037620602",2049,332,16.2030258662762
"2039","06037620701",2801,645,23.0274901820778
"2040","06037620702",2644,538,20.3479576399395
"2041","06037620800",2849,820,28.7820287820288
"2042","06037620901",975,475,48.7179487179487
"2043","06037620904",1158,332,28.6701208981002
"2044","06037621001",2001,519,25.9370314842579
"2045","06037621002",516,105,20.3488372093023
"2046","06037621004",2305,474,20.5639913232104
"2047","06037621102",1239,236,19.047619047619
"2048","06037621104",3259,634,19.4538201902424
"2049","06037621201",2624,502,19.1310975609756
"2050","06037621204",1929,141,7.3094867807154
"2051","06037621301",3071,457,14.8811462064474
"2052","06037621324",1990,259,13.0150753768844
"2053","06037621326",1804,183,10.1441241685144
"2054","06037621400",1894,367,19.376979936642
"2055","06037650001",2145,138,6.43356643356643
"2056","06037650003",1162,46,3.95869191049914
"2057","06037650004",1596,19,1.19047619047619
"2058","06037650101",2056,85,4.13424124513619
"2059","06037650102",779,15,1.92554557124519
"2060","06037650200",1842,83,4.50597176981542
"2061","06037650300",2424,132,5.44554455445545
"2062","06037650401",1465,190,12.9692832764505
"2063","06037650501",1090,75,6.88073394495413
"2064","06037650502",1511,176,11.6479152878888
"2065","06037650602",3001,183,6.09796734421859
"2066","06037650603",1590,145,9.11949685534591
"2067","06037650604",2450,82,3.3469387755102
"2068","06037650605",1111,80,7.2007200720072
"2069","06037650701",920,85,9.23913043478261
"2070","06037650702",1570,172,10.9554140127389
"2071","06037650800",2876,190,6.60639777468707
"2072","06037650901",2479,102,4.11456232351755
"2073","06037650902",2589,84,3.24449594438007
"2074","06037651001",1875,192,10.24
"2075","06037651002",1698,170,10.0117785630153
"2076","06037651101",1904,164,8.61344537815126
"2077","06037651102",1703,45,2.64239577216676
"2078","06037651201",1713,270,15.7618213660245
"2079","06037651221",1317,52,3.94836750189825
"2080","06037651222",2343,205,8.74946649594537
"2081","06037651302",2443,426,17.4375767498977
"2082","06037651304",2294,242,10.5492589363557
"2083","06037651401",1069,34,3.18054256314312
"2084","06037651402",2325,224,9.63440860215054
"2085","06037670001",1202,41,3.41098169717138
"2086","06037670002",1411,33,2.33876683203402
"2087","06037670003",2194,43,1.95989061075661
"2088","06037670100",2761,218,7.89568996740311
"2089","06037670201",1558,469,30.1026957637997
"2090","06037670202",920,299,32.5
"2091","06037670324",1984,620,31.25
"2092","06037670326",1354,650,48.0059084194978
"2093","06037670328",1613,719,44.5753254804712
"2094","06037670403",914,278,30.4157549234136
"2095","06037670405",1144,297,25.9615384615385
"2096","06037670406",642,228,35.5140186915888
"2097","06037670407",2178,310,14.2332415059688
"2098","06037670411",1491,436,29.2421193829645
"2099","06037670413",1766,441,24.9716874292186
"2100","06037670416",1471,284,19.306594153637
"2101","06037670500",609,332,54.5155993431855
"2102","06037670602",2831,868,30.6605439773931
"2103","06037670701",2496,322,12.900641025641
"2104","06037670702",1945,856,44.0102827763496
"2105","06037700101",3253,183,5.62557639102367
"2106","06037700102",2372,92,3.87858347386172
"2107","06037700200",4385,322,7.34321550741163
"2108","06037700300",3754,138,3.67607884922749
"2109","06037700400",3101,256,8.25540148339245
"2110","06037700501",2485,249,10.0201207243461
